"id","title","keyword","pos"
2320,"Executive Decision","covert operation",10
2320,"Executive Decision","disaster",11
2320,"Executive Decision","shootout",12
2320,"Executive Decision","terrorism",13
2320,"Executive Decision","explosion",14
2320,"Executive Decision","violence",15
2320,"Executive Decision","surveillance",16
2320,"Executive Decision","night vision goggles",17
2320,"Executive Decision","flight attendant",18
2320,"Executive Decision","intelligence agent",19
2320,"Executive Decision","flashback",20
2320,"Executive Decision","hand to hand combat",21
2320,"Executive Decision","nerve gas",22
58224,"Mr. Poppers Penguins","taxi",1
58224,"Mr. Poppers Penguins","restaurant",2
58224,"Mr. Poppers Penguins","zoo",3
58224,"Mr. Poppers Penguins","penguin",4
58224,"Mr. Poppers Penguins","ex husband",5
58224,"Mr. Poppers Penguins","little boy",6
58224,"Mr. Poppers Penguins","zookeeper",7
58224,"Mr. Poppers Penguins","doorman",8
58224,"Mr. Poppers Penguins","ride",9
58224,"Mr. Poppers Penguins","bird hatching",10
58224,"Mr. Poppers Penguins","aftercreditsstinger",11
58224,"Mr. Poppers Penguins","duringcreditsstinger",12
1729,"The Forbidden Kingdom","tempel",1
1729,"The Forbidden Kingdom","shaolin",2
1729,"The Forbidden Kingdom","teenager",3
1729,"The Forbidden Kingdom","urination",4
1729,"The Forbidden Kingdom","staff",5
1729,"The Forbidden Kingdom","warrior",6
1729,"The Forbidden Kingdom","monkey king",7
175574,"Free Birds","holiday",1
175574,"Free Birds","thanksgiving",2
175574,"Free Birds","freedom",3
175574,"Free Birds","duringcreditsstinger",4
175574,"Free Birds","3d",5
8077,"Alien³","prison",1
8077,"Alien³","android",2
8077,"Alien³","spacecraft",3
8077,"Alien³","space marine",4
8077,"Alien³","imprisonment",5
8077,"Alien³","space colony",6
8077,"Alien³","space travel",7
8077,"Alien³","rottweiler",8
8077,"Alien³","dystopia",9
8077,"Alien³","sequel",10
8077,"Alien³","alien",11
8077,"Alien³","redemption",12
8077,"Alien³","outer space",13
8077,"Alien³","planet",14
8077,"Alien³","shaved head",15
8077,"Alien³","crash landing",16
8077,"Alien³","impregnation",17
8077,"Alien³","penal colony",18
8077,"Alien³","furnace",19
8077,"Alien³","suspended animation",20
8077,"Alien³","xenomorph",21
8818,"Evita","prostitute",1
8818,"Evita","deification",2
8818,"Evita","dancehall hostess",3
8818,"Evita","perónism",4
8818,"Evita","argentine president",5
8818,"Evita","rise to power",6
8818,"Evita","singing narrator",7
8818,"Evita","soccer ball",8
8195,"Ronin","paris",1
8195,"Ronin","france",2
8195,"Ronin","arms deal",3
8195,"Ronin","audi",4
8195,"Ronin","impostor",5
8195,"Ronin","case",6
8195,"Ronin","violence",7
8195,"Ronin","ice skating",8
8195,"Ronin","computer expert",9
8195,"Ronin","ex kgb",10
8195,"Ronin","preparation",11
8195,"Ronin","hit with a car door",12
8195,"Ronin","cellular phone trace",13
8195,"Ronin","merry go round",14
10586,"The Ghost and the Darkness","africa",1
10586,"The Ghost and the Darkness","lion",2
10586,"The Ghost and the Darkness","bridge",3
10586,"The Ghost and the Darkness","based on true story",4
10586,"The Ghost and the Darkness","kenya",5
10586,"The Ghost and the Darkness","animal attack",6
10586,"The Ghost and the Darkness","lion attack",7
10586,"The Ghost and the Darkness","colonialism",8
10586,"The Ghost and the Darkness","swahili",9
116149,"Paddington","england",1
116149,"Paddington","train station",2
116149,"Paddington","based on novel",3
116149,"Paddington","bear",4
116149,"Paddington","anthropomorphism",5
116149,"Paddington","talking to animals",6
116149,"Paddington","children's book",7
80035,"The Watch","usa",1
80035,"The Watch","sterility",2
80035,"The Watch","castration",3
80035,"The Watch","marriage",4
80035,"The Watch","friendship",5
80035,"The Watch","alien",6
80035,"The Watch","suburb",7
80035,"The Watch","alien invasion",8
80035,"The Watch","death",9
80035,"The Watch","teenage daughter",10
80035,"The Watch","neighborhood watch",11
80035,"The Watch","creepy neighbor",12
10632,"The Hunted","hunter",1
10632,"The Hunted","fbi",2
10632,"The Hunted","knife",3
10632,"The Hunted","balkan war",4
10632,"The Hunted","woods",5
10632,"The Hunted","psychopathic killer",6
10632,"The Hunted","slaughter",7
10632,"The Hunted","survivalist",8
10632,"The Hunted","maniac",9
10632,"The Hunted","special forces",10
10632,"The Hunted","killing spree",11
10632,"The Hunted","combat",12
10632,"The Hunted","ex soldier",13
10632,"The Hunted","dark past",14
10632,"The Hunted","manhunt",15
10632,"The Hunted","gory violence",16
12117,"Instinct","prison",1
12117,"Instinct","gorilla",2
12117,"Instinct","research",3
12117,"Instinct","instinct",4
12117,"Instinct","murder",5
12117,"Instinct","psychologist",6
1792,"Stuck on You","sex",1
1792,"Stuck on You","dancer",2
1792,"Stuck on You","martial arts",3
1792,"Stuck on You","cook",4
1792,"Stuck on You","stripper",5
1792,"Stuck on You","love",6
1792,"Stuck on You","bully",7
1792,"Stuck on You","hollywood",8
1792,"Stuck on You","twins",9
1792,"Stuck on You","flashback",10
1792,"Stuck on You","freak",11
1792,"Stuck on You","actor",12
1792,"Stuck on You","anxiety",13
1792,"Stuck on You","conjoined",14
1792,"Stuck on You","siamese",15
13260,"Semi-Pro","sport",1
13260,"Semi-Pro","basketball",2
13260,"Semi-Pro","flint michigan",3
13260,"Semi-Pro","nba",4
13260,"Semi-Pro","merger",5
13260,"Semi-Pro","trade",6
13260,"Semi-Pro","garbage can",7
13260,"Semi-Pro","canon",8
13260,"Semi-Pro","ramp",9
13260,"Semi-Pro","championship",10
13260,"Semi-Pro","dead parent",11
72197,"The Pirates! In an Adventure with Scientists!","rivalry",1
72197,"The Pirates! In an Adventure with Scientists!","stop motion",2
72197,"The Pirates! In an Adventure with Scientists!","pirate",3
72197,"The Pirates! In an Adventure with Scientists!","aftercreditsstinger",4
72197,"The Pirates! In an Adventure with Scientists!","duringcreditsstinger",5
3580,"Changeling","corruption",1
3580,"Changeling","mother",2
3580,"Changeling","nudity",3
3580,"Changeling","minister",4
3580,"Changeling","power",5
3580,"Changeling","public",6
3580,"Changeling","government",7
3580,"Changeling","police",8
3580,"Changeling","reunion",9
3580,"Changeling","murder",10
3580,"Changeling","conspiracy",11
3580,"Changeling","los angeles",12
3580,"Changeling","missing",13
3580,"Changeling","mother love",14
3580,"Changeling","criticism",15
12123,"Chain Reaction","fbi",1
12123,"Chain Reaction","hydrogen bomb",2
12123,"Chain Reaction","secret lab",3
12123,"Chain Reaction","energy supply",4
12123,"Chain Reaction","conspiracy",5
12123,"Chain Reaction","aftercreditsstinger",6
9566,"The Fan","sport",1
9566,"The Fan","luck",2
9566,"The Fan","san francisco giants",3
9566,"The Fan","child custody",4
9566,"The Fan","baseball pitcher",5
9566,"The Fan","baseball fan",6
9566,"The Fan","psychotic fan",7
9566,"The Fan","sports agent",8
9566,"The Fan","driving range",9
9566,"The Fan","steam room",10
9833,"The Phantom of the Opera","dancing",1
9833,"The Phantom of the Opera","obsession",2
9833,"The Phantom of the Opera","auction",3
9833,"The Phantom of the Opera","wheelchair",4
9833,"The Phantom of the Opera","rose",5
9833,"The Phantom of the Opera","product placement",6
9833,"The Phantom of the Opera","musical",7
9833,"The Phantom of the Opera","remake",8
9833,"The Phantom of the Opera","tragic villain",9
9833,"The Phantom of the Opera","black and white",10
9833,"The Phantom of the Opera","rooftop",11
9833,"The Phantom of the Opera","heroine",12
9833,"The Phantom of the Opera","disfigured face",13
9833,"The Phantom of the Opera","based on stage musical",14
9833,"The Phantom of the Opera","theater",15
9833,"The Phantom of the Opera","disfigurement mask",16
9833,"The Phantom of the Opera","breaking mirror",17
9833,"The Phantom of the Opera","opera singer",18
9833,"The Phantom of the Opera","1910s",19
4517,"Elizabeth: The Golden Age","england",1
4517,"Elizabeth: The Golden Age","assassination",2
4517,"Elizabeth: The Golden Age","spain",3
4517,"Elizabeth: The Golden Age","virgin",4
4517,"Elizabeth: The Golden Age","colony",5
4517,"Elizabeth: The Golden Age","governance",6
4517,"Elizabeth: The Golden Age","queen elizabeth i",7
4517,"Elizabeth: The Golden Age","religious war",8
4517,"Elizabeth: The Golden Age","tudors",9
4517,"Elizabeth: The Golden Age","execution",10
4517,"Elizabeth: The Golden Age","middle ages",11
4517,"Elizabeth: The Golden Age","catholicism",12
4517,"Elizabeth: The Golden Age","sea battle",13
4517,"Elizabeth: The Golden Age","palace intrigue",14
8202,"Æon Flux","martial arts",1
8202,"Æon Flux","dystopia",2
8202,"Æon Flux","surrealism",3
8202,"Æon Flux","based on cartoon",4
8202,"Æon Flux","shootout",5
8202,"Æon Flux","espionage",6
8202,"Æon Flux","infertility",7
8202,"Æon Flux","cyberpunk",8
8202,"Æon Flux","extreme violence",9
8202,"Æon Flux","sabotage",10
8202,"Æon Flux","one against many",11
8202,"Æon Flux","woman director",12
8202,"Æon Flux","hand to hand combat",13
8202,"Æon Flux","action heroine",14
8202,"Æon Flux","human cloning",15
8202,"Æon Flux","25th century",16
16072,"Gods and Generals","war",1
16072,"Gods and Generals","battle",2
16072,"Gods and Generals","union soldier",3
16072,"Gods and Generals","confederate soldier",4
16072,"Gods and Generals","american civil war",5
16072,"Gods and Generals","secession",6
34314,"Turbulence","stewardess",1
34314,"Turbulence","airplane",2
34314,"Turbulence","shootout",3
34314,"Turbulence","air marshal",4
34314,"Turbulence","christmas",5
34314,"Turbulence","turbulence",6
145220,"Muppets Most Wanted","musical",1
145220,"Muppets Most Wanted","the muppets",2
14623,"Thunderbirds","secret organization",1
14623,"Thunderbirds","based on tv series",2
14623,"Thunderbirds","golden gate bridge",3
14623,"Thunderbirds","locker",4
14623,"Thunderbirds","oil rig ",5
14623,"Thunderbirds","teenage hero",6
14623,"Thunderbirds","soaked clothes",7
14623,"Thunderbirds","thunderbirds",8
42297,"Burlesque","musical",1
42297,"Burlesque","los angeles",2
42297,"Burlesque","burlesque",3
42297,"Burlesque","burlesque dancer",4
2841,"A Very Long Engagement","paris",1
2841,"A Very Long Engagement","prostitute",2
2841,"A Very Long Engagement","loss of lover",3
2841,"A Very Long Engagement","amnesia",4
2841,"A Very Long Engagement","bodily disabled person",5
2841,"A Very Long Engagement","world war i",6
2841,"A Very Long Engagement","wheelchair",7
2841,"A Very Long Engagement","brittany",8
2841,"A Very Long Engagement","lighthouse",9
2841,"A Very Long Engagement","verdun",10
2841,"A Very Long Engagement","lighthouse keeper   ",11
2841,"A Very Long Engagement","teenage crush",12
2841,"A Very Long Engagement","disappearance",13
2841,"A Very Long Engagement","soldier",14
2841,"A Very Long Engagement","illegal prostitution",15
2841,"A Very Long Engagement","private detective",16
2841,"A Very Long Engagement","missing person",17
2841,"A Very Long Engagement","polio",18
2841,"A Very Long Engagement","trenches",19
802,"Lolita","sexual obsession",1
802,"Lolita","hotel",2
802,"Lolita","depression",3
802,"Lolita","loss of mother",4
802,"Lolita","small town",5
802,"Lolita","flirt",6
802,"Lolita","midlife crisis",7
802,"Lolita","eroticism",8
802,"Lolita","youngster",9
802,"Lolita","lolita",10
802,"Lolita","motel",11
802,"Lolita","diary",12
802,"Lolita","seduction",13
802,"Lolita","forbidden love",14
802,"Lolita","professor for literature",15
802,"Lolita","provocation",16
802,"Lolita","fascination",17
802,"Lolita","one-sided love",18
802,"Lolita","widow",19
802,"Lolita","adoptive father",20
802,"Lolita","loss of husband",21
802,"Lolita","summer camp",22
802,"Lolita","secret love",23
10375,"D-Tox","alcoholism",1
10375,"D-Tox","serial killer",2
10375,"D-Tox","hospital",3
10375,"D-Tox","police officer",4
10375,"D-Tox","detox",5
36586,"Blade II","katana",1
36586,"Blade II","mutation",2
36586,"Blade II","vampire",3
36586,"Blade II","silver",4
36586,"Blade II","superhero",5
36586,"Blade II","tragic villain",6
36586,"Blade II","broken neck",7
36586,"Blade II","lasersight",8
36586,"Blade II","violence",9
36586,"Blade II","exploding body",10
36586,"Blade II","blade",11
36586,"Blade II","subjective camera",12
36586,"Blade II","torso cut in half",13
36586,"Blade II","reaper",14
36586,"Blade II","broken wrist",15
36586,"Blade II","razor blade",16
36586,"Blade II","shot through a door",17
36586,"Blade II","sword duel",18
36586,"Blade II","burnt face",19
11321,"Seven Pounds","vegetarian",1
11321,"Seven Pounds","tax collector",2
11321,"Seven Pounds","pianist",3
11321,"Seven Pounds","blind",4
11321,"Seven Pounds","organ transplant",5
11321,"Seven Pounds","blood type",6
242,"The Godfather: Part III","italy",1
242,"The Godfather: Part III","christianity",2
242,"The Godfather: Part III","new york",3
242,"The Godfather: Part III","assassination",4
242,"The Godfather: Part III","italo-american",5
242,"The Godfather: Part III","vatican",6
242,"The Godfather: Part III","pope",7
242,"The Godfather: Part III","confession",8
242,"The Godfather: Part III","helicopter",9
242,"The Godfather: Part III","daughter",10
242,"The Godfather: Part III","lawyer",11
9621,"Elizabethtown","suicide",1
9621,"Elizabethtown","hotel room",2
9621,"Elizabethtown","suicide attempt",3
9621,"Elizabethtown","new love",4
9621,"Elizabethtown","funeral",5
9621,"Elizabethtown","airplane",6
9621,"Elizabethtown","lovers",7
9621,"Elizabethtown","falling in love",8
1819,"You, Me and Dupree","roommate",1
1819,"You, Me and Dupree","love of one's life",2
1819,"You, Me and Dupree","newlywed",3
8536,"Superman II","saving the world",1
8536,"Superman II","dc comics",2
8536,"Superman II","sequel",3
8536,"Superman II","superhero",4
8536,"Superman II","based on comic book",5
8536,"Superman II","loss of virginity",6
8536,"Superman II","criminal",7
8536,"Superman II","super powers",8
8536,"Superman II","phantom zone",9
8536,"Superman II","rocket fired grenade",10
8536,"Superman II","crystal machine",11
8536,"Superman II","superhuman strength",12
8536,"Superman II","duringcreditsstinger",13
8046,"Gigli","new york",1
8046,"Gigli","mentally disabled",2
8046,"Gigli","kidnapping",3
8046,"Gigli","blackmail",4
8046,"Gigli","mission of murder",5
8046,"Gigli","lovers",6
8046,"Gigli","lesbian",7
8046,"Gigli","mobster",8
1717,"All the Kings Men","corruption",1
1717,"All the Kings Men","journalist",2
1717,"All the Kings Men","based on novel",3
1717,"All the Kings Men","blackmail",4
1717,"All the Kings Men","manipulation",5
1717,"All the Kings Men","bodyguard",6
1717,"All the Kings Men","louisiana",7
1717,"All the Kings Men","scandal",8
1717,"All the Kings Men","power",9
1717,"All the Kings Men","governor",10
1717,"All the Kings Men","politics",11
1717,"All the Kings Men","tragedy",12
1717,"All the Kings Men","mistress",13
1717,"All the Kings Men","aristocrat",14
479,"Shaft","corruption",1
479,"Shaft","black people",2
479,"Shaft","italo-american",3
479,"Shaft","brother sister relationship",4
479,"Shaft","drug dealer",5
479,"Shaft","revenge",6
479,"Shaft","murder",7
479,"Shaft","violence",8
479,"Shaft","drug",9
479,"Shaft","police officer",10
479,"Shaft","xenophobia",11
9444,"Anastasia","tzar",1
9444,"Anastasia","musical",2
9444,"Anastasia","russian revolution",3
9444,"Anastasia","train explosion",4
9444,"Anastasia","foreign language adaptation",5
9444,"Anastasia","exploding train",6
824,"Moulin Rouge!","duke",1
824,"Moulin Rouge!","musical",2
824,"Moulin Rouge!","writer's block",3
824,"Moulin Rouge!","music",4
824,"Moulin Rouge!","terminal illness",5
824,"Moulin Rouge!","writer",6
824,"Moulin Rouge!","no opening credits",7
824,"Moulin Rouge!","moulin rouge",8
824,"Moulin Rouge!","bohemian",9
824,"Moulin Rouge!","toulouse lautrec",10
824,"Moulin Rouge!","red curtain",11
824,"Moulin Rouge!","cancan dance",12
824,"Moulin Rouge!","la traviata",13
824,"Moulin Rouge!","orpheus and eurydice",14
824,"Moulin Rouge!","dance hall",15
11456,"Domestic Disturbance","menace",1
11456,"Domestic Disturbance","adoption",2
11456,"Domestic Disturbance","dangerous",3
11456,"Domestic Disturbance","adoptive father",4
11456,"Domestic Disturbance","threat to death",5
11456,"Domestic Disturbance","step father",6
11456,"Domestic Disturbance","murder",7
11456,"Domestic Disturbance","divorce",8
11456,"Domestic Disturbance","ex-wife",9
11456,"Domestic Disturbance","child",10
11456,"Domestic Disturbance","murder hunt",11
261023,"Black Mass","boston",1
261023,"Black Mass","based on true story",2
261023,"Black Mass","organized crime",3
3683,"Flags of Our Fathers","world war ii",1
3683,"Flags of Our Fathers","dying and death",2
3683,"Flags of Our Fathers","pacific",3
3683,"Flags of Our Fathers","iwo jima",4
3683,"Flags of Our Fathers","aftercreditsstinger",5
3683,"Flags of Our Fathers","duringcreditsstinger",6
22803,"Law Abiding Citizen","tattoo",1
22803,"Law Abiding Citizen","secret passage",2
22803,"Law Abiding Citizen","baseball bat",3
22803,"Law Abiding Citizen","deal",4
22803,"Law Abiding Citizen","explosion",5
22803,"Law Abiding Citizen","justice",6
22803,"Law Abiding Citizen","district attorney",7
22803,"Law Abiding Citizen","courtroom",8
22803,"Law Abiding Citizen","vigilantism",9
285923,"Grindhouse","exploitation",1
285923,"Grindhouse","slasher",2
285923,"Grindhouse","zombie",3
285923,"Grindhouse","killer",4
1950,"Lucky You","poker",1
1950,"Lucky You","sport",2
1950,"Lucky You","las vegas",3
640,"Catch Me If You Can","con man",1
640,"Catch Me If You Can","biography",2
640,"Catch Me If You Can","fbi agent",3
640,"Catch Me If You Can","overhead camera shot",4
640,"Catch Me If You Can","attempted jailbreak",5
640,"Catch Me If You Can","engagement party",6
640,"Catch Me If You Can","mislaid trust",7
640,"Catch Me If You Can","bank fraud",8
640,"Catch Me If You Can","inspired by a true story",9
97630,"Zero Dark Thirty","assassination",1
97630,"Zero Dark Thirty","cia",2
97630,"Zero Dark Thirty","hotel",3
97630,"Zero Dark Thirty","terrorist",4
97630,"Zero Dark Thirty","prisoner",5
97630,"Zero Dark Thirty","car dealer",6
97630,"Zero Dark Thirty","mossad",7
97630,"Zero Dark Thirty","van",8
97630,"Zero Dark Thirty","iraq",9
97630,"Zero Dark Thirty","pakistan",10
97630,"Zero Dark Thirty","osama bin laden",11
97630,"Zero Dark Thirty","man hunt",12
97630,"Zero Dark Thirty","navy seal",13
97630,"Zero Dark Thirty","f word",14
97630,"Zero Dark Thirty","female protagonist",15
97630,"Zero Dark Thirty","gunfight",16
97630,"Zero Dark Thirty","raid",17
97630,"Zero Dark Thirty","violence",18
97630,"Zero Dark Thirty","text message",19
97630,"Zero Dark Thirty","monkey",20
97630,"Zero Dark Thirty","dog",21
97630,"Zero Dark Thirty","special forces",22
97630,"Zero Dark Thirty","tied up",23
97630,"Zero Dark Thirty","military",24
97630,"Zero Dark Thirty","area 51",25
97630,"Zero Dark Thirty","terrorist group",26
97630,"Zero Dark Thirty","torturing",27
97630,"Zero Dark Thirty","woman director",28
97630,"Zero Dark Thirty","al qaeda",29
97630,"Zero Dark Thirty","prison camp",30
97630,"Zero Dark Thirty","water torture",31
97630,"Zero Dark Thirty","suicide bombing",32
97630,"Zero Dark Thirty","21st century",33
97630,"Zero Dark Thirty","ex special forces",34
97630,"Zero Dark Thirty","post 9/11",35
97630,"Zero Dark Thirty","helicopter crash",36
97630,"Zero Dark Thirty","islamabad",37
9767,"The Break-Up","bowling",1
9767,"The Break-Up","chicago",2
9767,"The Break-Up","american football",3
9767,"The Break-Up","flat",4
9767,"The Break-Up","baseball",5
9767,"The Break-Up","new love",6
9767,"The Break-Up","tour guide",7
9767,"The Break-Up","break-up",8
9767,"The Break-Up","art gallery",9
9767,"The Break-Up","argument",10
9767,"The Break-Up","pool table",11
9767,"The Break-Up","watching tv",12
9767,"The Break-Up","ex-boyfriend ex-girlfriend relationship",13
9767,"The Break-Up","dinner party",14
9767,"The Break-Up","condominium",15
11631,"Mamma Mia!","single parent",1
11631,"Mamma Mia!","greece",2
11631,"Mamma Mia!","musical",3
11631,"Mamma Mia!","daughter",4
11631,"Mamma Mia!","single",5
11631,"Mamma Mia!","mother daughter relationship",6
11631,"Mamma Mia!","duringcreditsstinger",7
11631,"Mamma Mia!","woman director",8
32856,"Valentines Day","flower",1
32856,"Valentines Day","married couple",2
32856,"Valentines Day","florist",3
32856,"Valentines Day","kiss",4
32856,"Valentines Day","single",5
32856,"Valentines Day","valentine",6
32856,"Valentines Day","valentine's day",7
32856,"Valentines Day","multiple storylines",8
32856,"Valentines Day","aftercreditsstinger",9
32856,"Valentines Day","duringcreditsstinger",10
6519,"The Dukes of Hazzard","sheriff",1
6519,"The Dukes of Hazzard","farm",2
6519,"The Dukes of Hazzard","bikini",3
6519,"The Dukes of Hazzard","redneck",4
6519,"The Dukes of Hazzard","moonshine",5
8741,"The Thin Red Line","based on novel",1
8741,"The Thin Red Line","japanese",2
8741,"The Thin Red Line","world war ii",3
8741,"The Thin Red Line","battle assignment",4
8741,"The Thin Red Line","invasion",5
8741,"The Thin Red Line","marine corps",6
8741,"The Thin Red Line","u.s. army",7
8741,"The Thin Red Line","commander",8
8741,"The Thin Red Line","pacific",9
8741,"The Thin Red Line","rifle",10
8741,"The Thin Red Line","survival",11
8741,"The Thin Red Line","jungle",12
8741,"The Thin Red Line","infantry",13
8741,"The Thin Red Line","steel helmet",14
8741,"The Thin Red Line","sergeant",15
8741,"The Thin Red Line","pacific island",16
8741,"The Thin Red Line","soldier",17
8741,"The Thin Red Line","battle",18
8741,"The Thin Red Line","fighting",19
8741,"The Thin Red Line","guadalcanal",20
8741,"The Thin Red Line","awol",21
8741,"The Thin Red Line","philosophic conflict",22
49520,"The Change-Up","jealousy",1
49520,"The Change-Up","chance",2
49520,"The Change-Up","wish",3
49520,"The Change-Up","change",4
49520,"The Change-Up","man change",5
49520,"The Change-Up","co-worker",6
49520,"The Change-Up","body-swap",7
1850,"Man on the Moon","show business",1
1850,"Man on the Moon","comedian",2
1850,"Man on the Moon","wrestling",3
524,"Casino","poker",1
524,"Casino","drug abuse",2
524,"Casino","1970s",3
524,"Casino","overdose",4
524,"Casino","illegal prostitution",5
26389,"From Paris with Love","paris",1
26389,"From Paris with Love","cia",2
26389,"From Paris with Love","undercover",3
26389,"From Paris with Love","explosive",4
26389,"From Paris with Love","pimp",5
26389,"From Paris with Love","ambassador",6
26389,"From Paris with Love","anti hero",7
26389,"From Paris with Love","revelation",8
26389,"From Paris with Love","french",9
26389,"From Paris with Love","politician",10
26389,"From Paris with Love","firearm",11
26389,"From Paris with Love","deception",12
26389,"From Paris with Love","car crash",13
26389,"From Paris with Love","gang",14
11817,"Bulletproof Monk","monk",1
11817,"Bulletproof Monk","homeless person",2
11817,"Bulletproof Monk","injection",3
11817,"Bulletproof Monk","fall",4
11817,"Bulletproof Monk","knife fight",5
11817,"Bulletproof Monk","scroll",6
11817,"Bulletproof Monk","the force",7
2123,"Me, Myself & Irene","schizophrenia",1
2123,"Me, Myself & Irene","ex-cop",2
2123,"Me, Myself & Irene","aftercreditsstinger",3
2123,"Me, Myself & Irene","duringcreditsstinger",4
9907,"Barnyard","peasant",1
9907,"Barnyard","farm",2
9907,"Barnyard","cow",3
9907,"Barnyard","cojote",4
9907,"Barnyard","family",5
9969,"Deck the Halls","holiday",1
9969,"Deck the Halls","massachusetts",2
9969,"Deck the Halls","neighbor",3
9969,"Deck the Halls","christmas",4
18239,"The Twilight Saga: New Moon","moon",1
18239,"The Twilight Saga: New Moon","cinema",2
18239,"The Twilight Saga: New Moon","vampire",3
18239,"The Twilight Saga: New Moon","werewolf",4
18239,"The Twilight Saga: New Moon","fang vamp",5
808,"Shrek","magic",1
808,"Shrek","liberation",2
808,"Shrek","lordship",3
808,"Shrek","castle",4
808,"Shrek","robin hood",5
808,"Shrek","enchantment",6
808,"Shrek","fairy-tale figure",7
808,"Shrek","princess",8
808,"Shrek","parody",9
808,"Shrek","woman director",10
808,"Shrek","ogre",11
38050,"The Adjustment Bureau","hotel",1
38050,"The Adjustment Bureau","dancer",2
38050,"The Adjustment Bureau","hat",3
38050,"The Adjustment Bureau","senator",4
38050,"The Adjustment Bureau","future",5
38050,"The Adjustment Bureau","honesty",6
38050,"The Adjustment Bureau","plan",7
38050,"The Adjustment Bureau","kiss",8
38050,"The Adjustment Bureau","speech",9
38050,"The Adjustment Bureau","marriage",10
38050,"The Adjustment Bureau","politician",11
38050,"The Adjustment Bureau","alone",12
38050,"The Adjustment Bureau","fate",13
38050,"The Adjustment Bureau","foot chase",14
38050,"The Adjustment Bureau","covert agency",15
38050,"The Adjustment Bureau","courthouse",16
38050,"The Adjustment Bureau","political campaign",17
38050,"The Adjustment Bureau","based on short story",18
8367,"Robin Hood: Prince of Thieves","england",1
8367,"Robin Hood: Prince of Thieves","crusade",2
8367,"Robin Hood: Prince of Thieves","mercifulness",3
8367,"Robin Hood: Prince of Thieves","robin hood",4
8367,"Robin Hood: Prince of Thieves","folk hero",5
9390,"Jerry Maguire","stadium",1
9390,"Jerry Maguire","career",2
9390,"Jerry Maguire","sport",3
9390,"Jerry Maguire","sports agent",4
72105,"Ted","friendship",1
72105,"Ted","love",2
72105,"Ted","teddy bear",3
72105,"Ted","toy comes to life",4
72105,"Ted","wishes come true",5
2898,"As Good as It Gets","single parent",1
2898,"As Good as It Gets","waitress",2
2898,"As Good as It Gets","lone wolf",3
2898,"As Good as It Gets","friendship",4
2898,"As Good as It Gets","neighbor",5
2898,"As Good as It Gets","author",6
2898,"As Good as It Gets","cowardliness",7
2898,"As Good as It Gets","writer",8
2898,"As Good as It Gets","dog",9
2898,"As Good as It Gets","rude",10
2898,"As Good as It Gets","obnoxious",11
2898,"As Good as It Gets","unlikely friendship",12
2898,"As Good as It Gets","noodle salad",13
10312,"Patch Adams","nurse",1
10312,"Patch Adams","hospital",2
10312,"Patch Adams","doctor",3
10312,"Patch Adams","laughter",4
109443,"Anchorman 2: The Legend Continues","journalism",1
109443,"Anchorman 2: The Legend Continues","mustache",2
109443,"Anchorman 2: The Legend Continues","tv news",3
109443,"Anchorman 2: The Legend Continues","newsroom",4
109443,"Anchorman 2: The Legend Continues","gang warfare",5
109443,"Anchorman 2: The Legend Continues","aftercreditsstinger",6
109443,"Anchorman 2: The Legend Continues","news spoof",7
109443,"Anchorman 2: The Legend Continues","tv news anchor",8
2022,"Mr. Deeds","love letter",1
2022,"Mr. Deeds","new hampshire",2
2022,"Mr. Deeds","ferrari",3
2022,"Mr. Deeds","liar",4
2022,"Mr. Deeds","city country contrast",5
2022,"Mr. Deeds","inheritance",6
2022,"Mr. Deeds","billionaire",7
2022,"Mr. Deeds","new york city",8
2022,"Mr. Deeds","kindness",9
2022,"Mr. Deeds","fable",10
2022,"Mr. Deeds","apple tree",11
2022,"Mr. Deeds","corporate take over",12
2022,"Mr. Deeds","chrysler building",13
37686,"Super 8","1970s",1
37686,"Super 8","secret",2
37686,"Super 8","alien",3
37686,"Super 8","train crash",4
37686,"Super 8","pistol",5
37686,"Super 8","firecracker",6
37686,"Super 8","duringcreditsstinger",7
462,"Erin Brockovich","biography",1
462,"Erin Brockovich","based on true story",2
462,"Erin Brockovich","single mother",3
462,"Erin Brockovich","water pollution",4
462,"Erin Brockovich","environmental law",5
9919,"How to Lose a Guy in 10 Days","new york",1
9919,"How to Lose a Guy in 10 Days","bet",2
9919,"How to Lose a Guy in 10 Days","journalist",3
9919,"How to Lose a Guy in 10 Days","therapist",4
9919,"How to Lose a Guy in 10 Days","advertising expert",5
9919,"How to Lose a Guy in 10 Days","relationship",6
187017,"22 Jump Street","high school",1
187017,"22 Jump Street","undercover cop",2
187017,"22 Jump Street","buddy comedy",3
187017,"22 Jump Street","aftercreditsstinger",4
187017,"22 Jump Street","duringcreditsstinger",5
628,"Interview with the Vampire","paris",1
628,"Interview with the Vampire","san francisco",2
628,"Interview with the Vampire","vampire",3
628,"Interview with the Vampire","plantation",4
628,"Interview with the Vampire","pity",5
628,"Interview with the Vampire","bite",6
628,"Interview with the Vampire","fang vamp",7
10201,"Yes Man","bungee-jump",1
10201,"Yes Man","scooter",2
302699,"Central Intelligence","spy",1
302699,"Central Intelligence","cia",2
302699,"Central Intelligence","espionage",3
302699,"Central Intelligence","high school reunion",4
302699,"Central Intelligence","reference to facebook",5
302699,"Central Intelligence","accountant",6
9441,"Stepmom","divorce",1
