"id","title","genres","pos"
38321,"Priest","Thriller",4
38321,"Priest","Horror",5
14411,"Sinbad: Legend of the Seven Seas","Family",1
14411,"Sinbad: Legend of the Seven Seas","Animation",2
14411,"Sinbad: Legend of the Seven Seas","Adventure",3
8413,"Event Horizon","Horror",1
8413,"Event Horizon","Science Fiction",2
8413,"Event Horizon","Mystery",3
10052,"Dragonfly","Drama",1
9676,"The Black Dahlia","Drama",1
9664,"Flyboys","Action",1
9664,"Flyboys","Adventure",2
9664,"Flyboys","Drama",3
9664,"Flyboys","History",4
9664,"Flyboys","Romance",5
9664,"Flyboys","War",6
2100,"The Last Castle","Action",1
2100,"The Last Castle","Drama",2
2100,"The Last Castle","Thriller",3
10384,"Supernova","Horror",1
10384,"Supernova","Science Fiction",2
10384,"Supernova","Thriller",3
137321,"Winters Tale","Drama",1
137321,"Winters Tale","Fantasy",2
137321,"Winters Tale","Mystery",3
137321,"Winters Tale","Romance",4
123553,"The Mortal Instruments: City of Bones","Action",1
123553,"The Mortal Instruments: City of Bones","Adventure",2
123553,"The Mortal Instruments: City of Bones","Drama",3
123553,"The Mortal Instruments: City of Bones","Mystery",4
123553,"The Mortal Instruments: City of Bones","Romance",5
123553,"The Mortal Instruments: City of Bones","Fantasy",6
11260,"Meet Dave","Comedy",1
11260,"Meet Dave","Science Fiction",2
11260,"Meet Dave","Adventure",3
11260,"Meet Dave","Family",4
9009,"Dark Water","Drama",1
9009,"Dark Water","Horror",2
9009,"Dark Water","Thriller",3
11374,"Edtv","Comedy",1
2309,"Inkheart","Adventure",1
2309,"Inkheart","Family",2
2309,"Inkheart","Fantasy",3
8285,"The Spirit","Action",1
8285,"The Spirit","Comedy",2
8285,"The Spirit","Thriller",3
8285,"The Spirit","Crime",4
8285,"The Spirit","Science Fiction",5
210860,"Mortdecai","Comedy",1
210860,"Mortdecai","Adventure",2
2312,"In the Name of the King: A Dungeon Siege Tale","Adventure",1
2312,"In the Name of the King: A Dungeon Siege Tale","Fantasy",2
2312,"In the Name of the King: A Dungeon Siege Tale","Action",3
2312,"In the Name of the King: A Dungeon Siege Tale","Drama",4
9839,"Beyond Borders","Drama",1
9839,"Beyond Borders","Romance",2
9839,"Beyond Borders","Adventure",3
9839,"Beyond Borders","War",4
381902,"The Monkey King 2","Action",1
381902,"The Monkey King 2","Adventure",2
381902,"The Monkey King 2","Fantasy",3
13922,"The Great Raid","Action",1
13922,"The Great Raid","History",2
13922,"The Great Raid","War",3
293660,"Deadpool","Action",1
293660,"Deadpool","Adventure",2
293660,"Deadpool","Comedy",3
9713,"Holy Man","Drama",1
9713,"Holy Man","Comedy",2
190859,"American Sniper","War",1
190859,"American Sniper","Action",2
257445,"Goosebumps","Adventure",1
257445,"Goosebumps","Horror",2
257445,"Goosebumps","Comedy",3
9007,"Just Like Heaven","Comedy",1
9007,"Just Like Heaven","Fantasy",2
9007,"Just Like Heaven","Romance",3
889,"The Flintstones in Viva Rock Vegas","Science Fiction",1
889,"The Flintstones in Viva Rock Vegas","Comedy",2
889,"The Flintstones in Viva Rock Vegas","Family",3
889,"The Flintstones in Viva Rock Vegas","Romance",4
1370,"Rambo III","Action",1
1370,"Rambo III","Adventure",2
1370,"Rambo III","Thriller",3
1370,"Rambo III","War",4
4942,"Leatherheads","Comedy",1
4942,"Leatherheads","Romance",2
4942,"Leatherheads","Drama",3
347969,"The Ridiculous 6","Comedy",1
347969,"The Ridiculous 6","Western",2
24438,"Did You Hear About the Morgans?","Comedy",1
116741,"The Internship","Comedy",1
35791,"Resident Evil: Afterlife","Action",1
35791,"Resident Evil: Afterlife","Adventure",2
35791,"Resident Evil: Afterlife","Horror",3
35791,"Resident Evil: Afterlife","Science Fiction",4
72431,"Red Tails","Drama",1
72431,"Red Tails","Action",2
72431,"Red Tails","Adventure",3
72431,"Red Tails","History",4
72431,"Red Tails","War",5
1813,"The Devils Advocate","Drama",1
1813,"The Devils Advocate","Horror",2
1813,"The Devils Advocate","Mystery",3
1813,"The Devils Advocate","Thriller",4
87428,"Thats My Boy","Comedy",1
8840,"DragonHeart","Fantasy",1
10589,"After the Sunset","Action",1
10589,"After the Sunset","Comedy",2
10589,"After the Sunset","Crime",3
10589,"After the Sunset","Drama",4
71676,"Ghost Rider: Spirit of Vengeance","Action",1
71676,"Ghost Rider: Spirit of Vengeance","Fantasy",2
71676,"Ghost Rider: Spirit of Vengeance","Thriller",3
1722,"Captain Corellis Mandolin","Drama",1
1722,"Captain Corellis Mandolin","History",2
1722,"Captain Corellis Mandolin","Romance",3
10022,"The Pacifier","Action",1
10022,"The Pacifier","Comedy",2
10022,"The Pacifier","Drama",3
10022,"The Pacifier","Family",4
10022,"The Pacifier","Thriller",5
11358,"Walking Tall","Adventure",1
11358,"Walking Tall","Drama",2
11358,"Walking Tall","Action",3
11358,"Walking Tall","Thriller",4
13,"Forrest Gump","Comedy",1
13,"Forrest Gump","Drama",2
13,"Forrest Gump","Romance",3
6477,"Alvin and the Chipmunks","Comedy",1
6477,"Alvin and the Chipmunks","Music",2
6477,"Alvin and the Chipmunks","Family",3
6477,"Alvin and the Chipmunks","Fantasy",4
6477,"Alvin and the Chipmunks","Animation",5
1597,"Meet the Parents","Comedy",1
1597,"Meet the Parents","Romance",2
10530,"Pocahontas","Adventure",1
10530,"Pocahontas","Animation",2
10530,"Pocahontas","Drama",3
10530,"Pocahontas","Family",4
1924,"Superman","Action",1
1924,"Superman","Adventure",2
1924,"Superman","Fantasy",3
1924,"Superman","Science Fiction",4
9327,"The Nutty Professor","Fantasy",1
9327,"The Nutty Professor","Comedy",2
9327,"The Nutty Professor","Romance",3
9327,"The Nutty Professor","Science Fiction",4
8488,"Hitch","Comedy",1
8488,"Hitch","Drama",2
8488,"Hitch","Romance",3
10603,"George of the Jungle","Adventure",1
10603,"George of the Jungle","Comedy",2
10603,"George of the Jungle","Family",3
10603,"George of the Jungle","Romance",4
8273,"American Wedding","Comedy",1
8273,"American Wedding","Romance",2
109424,"Captain Phillips","Action",1
109424,"Captain Phillips","Drama",2
109424,"Captain Phillips","Thriller",3
35056,"Date Night","Comedy",1
8839,"Casper","Fantasy",1
8839,"Casper","Comedy",2
8839,"Casper","Family",3
156022,"The Equalizer","Thriller",1
156022,"The Equalizer","Action",2
156022,"The Equalizer","Crime",3
7303,"Maid in Manhattan","Comedy",1
7303,"Maid in Manhattan","Drama",2
7303,"Maid in Manhattan","Romance",3
8963,"Crimson Tide","Action",1
8963,"Crimson Tide","Thriller",2
8963,"Crimson Tide","Drama",3
1402,"The Pursuit of Happyness","Drama",1
9315,"Flightplan","Thriller",1
9315,"Flightplan","Drama",2
9315,"Flightplan","Mystery",3
8984,"Disclosure","Drama",1
8984,"Disclosure","Thriller",2
8984,"Disclosure","Crime",3
8984,"Disclosure","Mystery",4
8984,"Disclosure","Romance",5
795,"City of Angels","Drama",1
795,"City of Angels","Fantasy",2
795,"City of Angels","Romance",3
24,"Kill Bill: Vol. 1","Action",1
24,"Kill Bill: Vol. 1","Crime",2
11353,"Bowfinger","Comedy",1
393,"Kill Bill: Vol. 2","Action",1
393,"Kill Bill: Vol. 2","Crime",2
393,"Kill Bill: Vol. 2","Thriller",3
9618,"Tango & Cash","Action",1
9618,"Tango & Cash","Adventure",2
9618,"Tango & Cash","Comedy",3
9374,"Death Becomes Her","Fantasy",1
9374,"Death Becomes Her","Comedy",2
8584,"Shanghai Noon","Adventure",1
8584,"Shanghai Noon","Action",2
8584,"Shanghai Noon","Comedy",3
8584,"Shanghai Noon","Western",4
2320,"Executive Decision","Action",1
2320,"Executive Decision","Adventure",2
2320,"Executive Decision","Drama",3
2320,"Executive Decision","Thriller",4
58224,"Mr. Poppers Penguins","Comedy",1
58224,"Mr. Poppers Penguins","Family",2
1729,"The Forbidden Kingdom","Action",1
1729,"The Forbidden Kingdom","Adventure",2
1729,"The Forbidden Kingdom","Fantasy",3
175574,"Free Birds","Animation",1
175574,"Free Birds","Comedy",2
175574,"Free Birds","Family",3
8077,"Alien³","Science Fiction",1
8077,"Alien³","Action",2
8077,"Alien³","Horror",3
8818,"Evita","History",1
8818,"Evita","Drama",2
8818,"Evita","Music",3
8195,"Ronin","Action",1
8195,"Ronin","Thriller",2
8195,"Ronin","Crime",3
8195,"Ronin","Adventure",4
10586,"The Ghost and the Darkness","Adventure",1
116149,"Paddington","Family",1
116149,"Paddington","Comedy",2
80035,"The Watch","Comedy",1
10632,"The Hunted","Drama",1
10632,"The Hunted","Action",2
10632,"The Hunted","Thriller",3
10632,"The Hunted","Crime",4
12117,"Instinct","Drama",1
12117,"Instinct","Mystery",2
12117,"Instinct","Thriller",3
1792,"Stuck on You","Comedy",1
13260,"Semi-Pro","Comedy",1
72197,"The Pirates! In an Adventure with Scientists!","Animation",1
72197,"The Pirates! In an Adventure with Scientists!","Adventure",2
72197,"The Pirates! In an Adventure with Scientists!","Family",3
72197,"The Pirates! In an Adventure with Scientists!","Comedy",4
3580,"Changeling","Crime",1
3580,"Changeling","Drama",2
3580,"Changeling","Mystery",3
12123,"Chain Reaction","Action",1
12123,"Chain Reaction","Drama",2
12123,"Chain Reaction","Science Fiction",3
12123,"Chain Reaction","Thriller",4
9566,"The Fan","Drama",1
9566,"The Fan","Mystery",2
9566,"The Fan","Thriller",3
9833,"The Phantom of the Opera","Thriller",1
9833,"The Phantom of the Opera","Drama",2
9833,"The Phantom of the Opera","Romance",3
4517,"Elizabeth: The Golden Age","Drama",1
4517,"Elizabeth: The Golden Age","History",2
4517,"Elizabeth: The Golden Age","Romance",3
8202,"Æon Flux","Action",1
8202,"Æon Flux","Science Fiction",2
16072,"Gods and Generals","Drama",1
16072,"Gods and Generals","History",2
16072,"Gods and Generals","War",3
34314,"Turbulence","Action",1
34314,"Turbulence","Thriller",2
34314,"Turbulence","Crime",3
19724,"Imagine That","Comedy",1
145220,"Muppets Most Wanted","Comedy",1
145220,"Muppets Most Wanted","Adventure",2
145220,"Muppets Most Wanted","Crime",3
145220,"Muppets Most Wanted","Family",4
14623,"Thunderbirds","Action",1
14623,"Thunderbirds","Adventure",2
14623,"Thunderbirds","Comedy",3
14623,"Thunderbirds","Family",4
14623,"Thunderbirds","Fantasy",5
14623,"Thunderbirds","Science Fiction",6
42297,"Burlesque","Drama",1
42297,"Burlesque","Romance",2
2841,"A Very Long Engagement","Drama",1
802,"Lolita","Drama",1
802,"Lolita","Romance",2
10375,"D-Tox","Action",1
10375,"D-Tox","Thriller",2
36586,"Blade II","Fantasy",1
36586,"Blade II","Horror",2
36586,"Blade II","Action",3
36586,"Blade II","Thriller",4
11321,"Seven Pounds","Drama",1
70074,"Bullet to the Head","Action",1
70074,"Bullet to the Head","Crime",2
70074,"Bullet to the Head","Thriller",3
242,"The Godfather: Part III","Crime",1
242,"The Godfather: Part III","Drama",2
242,"The Godfather: Part III","Thriller",3
9621,"Elizabethtown","Comedy",1
9621,"Elizabethtown","Drama",2
9621,"Elizabethtown","Romance",3
1819,"You, Me and Dupree","Comedy",1
1819,"You, Me and Dupree","Romance",2
8536,"Superman II","Action",1
8536,"Superman II","Adventure",2
8536,"Superman II","Fantasy",3
8536,"Superman II","Science Fiction",4
8046,"Gigli","Drama",1
1717,"All the Kings Men","Drama",1
1717,"All the Kings Men","Thriller",2
479,"Shaft","Action",1
479,"Shaft","Adventure",2
479,"Shaft","Crime",3
479,"Shaft","Thriller",4
9444,"Anastasia","Animation",1
9444,"Anastasia","Family",2
824,"Moulin Rouge!","Drama",1
824,"Moulin Rouge!","Music",2
824,"Moulin Rouge!","Romance",3
11456,"Domestic Disturbance","Mystery",1
11456,"Domestic Disturbance","Thriller",2
11456,"Domestic Disturbance","Crime",3
261023,"Black Mass","Crime",1
261023,"Black Mass","Drama",2
3683,"Flags of Our Fathers","War",1
3683,"Flags of Our Fathers","Drama",2
3683,"Flags of Our Fathers","History",3
22803,"Law Abiding Citizen","Drama",1
22803,"Law Abiding Citizen","Crime",2
22803,"Law Abiding Citizen","Thriller",3
285923,"Grindhouse","Thriller",1
285923,"Grindhouse","Action",2
285923,"Grindhouse","Horror",3
39437,"Beloved","Drama",1
39437,"Beloved","Thriller",2
1950,"Lucky You","Drama",1
1950,"Lucky You","Romance",2
640,"Catch Me If You Can","Drama",1
640,"Catch Me If You Can","Crime",2
97630,"Zero Dark Thirty","Thriller",1
97630,"Zero Dark Thirty","Drama",2
97630,"Zero Dark Thirty","History",3
9767,"The Break-Up","Romance",1
9767,"The Break-Up","Comedy",2
11631,"Mamma Mia!","Comedy",1
11631,"Mamma Mia!","Romance",2
32856,"Valentines Day","Comedy",1
32856,"Valentines Day","Romance",2
6519,"The Dukes of Hazzard","Action",1
6519,"The Dukes of Hazzard","Adventure",2
6519,"The Dukes of Hazzard","Comedy",3
8741,"The Thin Red Line","Drama",1
8741,"The Thin Red Line","History",2
8741,"The Thin Red Line","War",3
49520,"The Change-Up","Comedy",1
1850,"Man on the Moon","Comedy",1
1850,"Man on the Moon","Drama",2
1850,"Man on the Moon","Romance",3
524,"Casino","Drama",1
524,"Casino","Crime",2
26389,"From Paris with Love","Action",1
26389,"From Paris with Love","Crime",2
26389,"From Paris with Love","Thriller",3
11817,"Bulletproof Monk","Action",1
11817,"Bulletproof Monk","Comedy",2
11817,"Bulletproof Monk","Fantasy",3
2123,"Me, Myself & Irene","Comedy",1
9907,"Barnyard","Animation",1
9907,"Barnyard","Comedy",2
9907,"Barnyard","Family",3
9969,"Deck the Halls","Comedy",1
9969,"Deck the Halls","Family",2
18239,"The Twilight Saga: New Moon","Adventure",1
18239,"The Twilight Saga: New Moon","Fantasy",2
18239,"The Twilight Saga: New Moon","Drama",3
18239,"The Twilight Saga: New Moon","Romance",4
808,"Shrek","Adventure",1
808,"Shrek","Animation",2
808,"Shrek","Comedy",3
808,"Shrek","Family",4
808,"Shrek","Fantasy",5
38050,"The Adjustment Bureau","Science Fiction",1
38050,"The Adjustment Bureau","Thriller",2
38050,"The Adjustment Bureau","Romance",3
8367,"Robin Hood: Prince of Thieves","Adventure",1
9390,"Jerry Maguire","Comedy",1
9390,"Jerry Maguire","Drama",2
9390,"Jerry Maguire","Romance",3
72105,"Ted","Comedy",1
72105,"Ted","Fantasy",2
2898,"As Good as It Gets","Comedy",1
2898,"As Good as It Gets","Romance",2
10312,"Patch Adams","Comedy",1
10312,"Patch Adams","Drama",2
109443,"Anchorman 2: The Legend Continues","Comedy",1
2022,"Mr. Deeds","Comedy",1
2022,"Mr. Deeds","Romance",2
37686,"Super 8","Thriller",1
37686,"Super 8","Science Fiction",2
37686,"Super 8","Mystery",3
462,"Erin Brockovich","Drama",1
9919,"How to Lose a Guy in 10 Days","Comedy",1
9919,"How to Lose a Guy in 10 Days","Romance",2
187017,"22 Jump Street","Crime",1
187017,"22 Jump Street","Comedy",2
187017,"22 Jump Street","Action",3
628,"Interview with the Vampire","Horror",1
628,"Interview with the Vampire","Romance",2
10201,"Yes Man","Comedy",1
302699,"Central Intelligence","Action",1
302699,"Central Intelligence","Comedy",2
9441,"Stepmom","Drama",1
9441,"Stepmom","Romance",2
274167,"Daddys Home","Comedy",1
224141,"Into the Woods","Fantasy",1
224141,"Into the Woods","Comedy",2
224141,"Into the Woods","Music",3
388,"Inside Man","Crime",1
388,"Inside Man","Drama",2
388,"Inside Man","Thriller",3
2112,"Payback","Drama",1
2112,"Payback","Action",2
2112,"Payback","Thriller",3
2112,"Payback","Crime",4
10329,"Congo","Action",1
10329,"Congo","Adventure",2
10329,"Congo","Drama",3
10329,"Congo","Mystery",4
10329,"Congo","Science Fiction",5
10329,"Congo","Thriller",6
74465,"We Bought a Zoo","Drama",1
74465,"We Bought a Zoo","Comedy",2
74465,"We Bought a Zoo","Family",3
13811,"Knowing","Action",1
13811,"Knowing","Adventure",2
13811,"Knowing","Drama",3
13811,"Knowing","Mystery",4
13811,"Knowing","Science Fiction",5
13811,"Knowing","Thriller",6
6877,"Failure to Launch","Comedy",1
10320,"The Ring Two","Drama",1
10320,"The Ring Two","Horror",2
10320,"The Ring Two","Thriller",3
50646,"Crazy, Stupid, Love.","Comedy",1
50646,"Crazy, Stupid, Love.","Drama",2
50646,"Crazy, Stupid, Love.","Romance",3
8920,"Garfield","Animation",1
8920,"Garfield","Comedy",2
8920,"Garfield","Family",3
13673,"Christmas with the Kranks","Comedy",1
13673,"Christmas with the Kranks","Family",2
60308,"Moneyball","Drama",1
6950,"Outbreak","Action",1
6950,"Outbreak","Drama",2
6950,"Outbreak","Science Fiction",3
6950,"Outbreak","Thriller",4
225574,"Non-Stop","Action",1
225574,"Non-Stop","Thriller",2
225574,"Non-Stop","Mystery",3
13836,"Race to Witch Mountain","Adventure",1
13836,"Race to Witch Mountain","Family",2
13836,"Race to Witch Mountain","Fantasy",3
13836,"Race to Witch Mountain","Science Fiction",4
13836,"Race to Witch Mountain","Thriller",5
13836,"Race to Witch Mountain","Action",6
752,"V for Vendetta","Action",1
752,"V for Vendetta","Thriller",2
752,"V for Vendetta","Fantasy",3
6038,"Shanghai Knights","Action",1
6038,"Shanghai Knights","Adventure",2
6038,"Shanghai Knights","Comedy",3
6038,"Shanghai Knights","Western",4
9975,"Curious George","Adventure",1
9975,"Curious George","Animation",2
9975,"Curious George","Comedy",3
9975,"Curious George","Family",4
11451,"Herbie Fully Loaded","Comedy",1
11451,"Herbie Fully Loaded","Family",2
11451,"Herbie Fully Loaded","Adventure",3
11451,"Herbie Fully Loaded","Fantasy",4
11451,"Herbie Fully Loaded","Romance",5
12103,"Dont Say a Word","Thriller",1
60304,"Hansel & Gretel: Witch Hunters","Fantasy",1
60304,"Hansel & Gretel: Witch Hunters","Horror",2
60304,"Hansel & Gretel: Witch Hunters","Action",3
2251,"Unfaithful","Thriller",1
2251,"Unfaithful","Drama",2
46529,"I Am Number Four","Action",1
46529,"I Am Number Four","Thriller",2
46529,"I Am Number Four","Science Fiction",3
46529,"I Am Number Four","Adventure",4
231,"Syriana","Drama",1
231,"Syriana","Thriller",2
300671,"13 Hours: The Secret Soldiers of Benghazi","Action",1
300671,"13 Hours: The Secret Soldiers of Benghazi","Drama",2
300671,"13 Hours: The Secret Soldiers of Benghazi","History",3
300671,"13 Hours: The Secret Soldiers of Benghazi","Thriller",4
300671,"13 Hours: The Secret Soldiers of Benghazi","War",5
228326,"The Book of Life","Romance",1
228326,"The Book of Life","Animation",2
228326,"The Book of Life","Adventure",3
228326,"The Book of Life","Comedy",4
228326,"The Book of Life","Family",5
228326,"The Book of Life","Fantasy",6
9754,"Firewall","Thriller",1
66,"Absolute Power","Crime",1
66,"Absolute Power","Drama",2
66,"Absolute Power","Thriller",3
4421,"G.I. Jane","Action",1
4421,"G.I. Jane","Drama",2
2649,"The Game","Drama",1
2649,"The Game","Thriller",2
2649,"The Game","Mystery",3
588,"Silent Hill","Horror",1
588,"Silent Hill","Mystery",2
10393,"The Replacements","Comedy",1
71552,"American Reunion","Comedy",1
9631,"The Negotiator","Action",1
9631,"The Negotiator","Adventure",2
9631,"The Negotiator","Crime",3
9631,"The Negotiator","Drama",4
9631,"The Negotiator","Mystery",5
9631,"The Negotiator","Thriller",6
216282,"Into the Storm","Action",1
216282,"Into the Storm","Thriller",2
306,"Beverly Hills Cop III","Action",1
306,"Beverly Hills Cop III","Comedy",2
306,"Beverly Hills Cop III","Crime",3
928,"Gremlins 2: The New Batch","Comedy",1
928,"Gremlins 2: The New Batch","Horror",2
928,"Gremlins 2: The New Batch","Fantasy",3
205587,"The Judge","Drama",1
6623,"The Peacemaker","Action",1
6623,"The Peacemaker","Thriller",2
1577,"Resident Evil: Apocalypse","Horror",1
1577,"Resident Evil: Apocalypse","Action",2
1577,"Resident Evil: Apocalypse","Science Fiction",3
9801,"Bridget Jones: The Edge of Reason","Comedy",1
9801,"Bridget Jones: The Edge of Reason","Romance",2
2116,"Out of Time","Thriller",1
2116,"Out of Time","Crime",2
2116,"Out of Time","Drama",3
9624,"On Deadly Ground","Action",1
9624,"On Deadly Ground","Thriller",2
14199,"The Adventures of Sharkboy and Lavagirl","Adventure",1
14199,"The Adventures of Sharkboy and Lavagirl","Family",2
14199,"The Adventures of Sharkboy and Lavagirl","Science Fiction",3
1907,"The Beach","Drama",1
1907,"The Beach","Adventure",2
1907,"The Beach","Romance",3
1907,"The Beach","Thriller",4
4599,"Raising Helen","Drama",1
4599,"Raising Helen","Comedy",2
4599,"Raising Helen","Romance",3
22832,"Ninja Assassin","Action",1
22832,"Ninja Assassin","Crime",2
22832,"Ninja Assassin","Thriller",3
10390,"For Love of the Game","Drama",1
10390,"For Love of the Game","Romance",2
9879,"Striptease","Drama",1
9879,"Striptease","Thriller",2
9879,"Striptease","Crime",3
38579,"Marmaduke","Family",1
38579,"Marmaduke","Comedy",2
44603,"Hereafter","Drama",1
44603,"Hereafter","Fantasy",2
11892,"Murder by Numbers","Crime",1
11892,"Murder by Numbers","Drama",2
11892,"Murder by Numbers","Thriller",3
9691,"Assassins","Action",1
9691,"Assassins","Adventure",2
9691,"Assassins","Crime",3
9691,"Assassins","Thriller",4
1248,"Hannibal Rising","Crime",1
1248,"Hannibal Rising","Drama",2
1248,"Hannibal Rising","Thriller",3
12220,"The Story of Us","Comedy",1
12220,"The Story of Us","Drama",2
12220,"The Story of Us","Romance",3
72710,"The Host","Action",1
72710,"The Host","Adventure",2
72710,"The Host","Romance",3
72710,"The Host","Science Fiction",4
72710,"The Host","Thriller",5
10782,"Basic","Action",1
10782,"Basic","Drama",2
10782,"Basic","Mystery",3
10782,"Basic","Thriller",4
10782,"Basic","Crime",5
9573,"Blood Work","Crime",1
9573,"Blood Work","Drama",2
9573,"Blood Work","Mystery",3
9573,"Blood Work","Thriller",4
4959,"The International","Drama",1
4959,"The International","Thriller",2
4959,"The International","Crime",3
10061,"Escape from L.A.","Action",1
10061,"Escape from L.A.","Adventure",2
10061,"Escape from L.A.","Science Fiction",3
10061,"Escape from L.A.","Thriller",4
10386,"The Iron Giant","Adventure",1
10386,"The Iron Giant","Animation",2
10386,"The Iron Giant","Family",3
10386,"The Iron Giant","Fantasy",4
10386,"The Iron Giant","Science Fiction",5
421,"The Life Aquatic with Steve Zissou","Adventure",1
421,"The Life Aquatic with Steve Zissou","Comedy",2
421,"The Life Aquatic with Steve Zissou","Drama",3
316152,"Free State of Jones","War",1
316152,"Free State of Jones","Action",2
316152,"Free State of Jones","Drama",3
316152,"Free State of Jones","History",4
316152,"Free State of Jones","Thriller",5
11615,"The Life of David Gale","Drama",1
11615,"The Life of David Gale","Thriller",2
11615,"The Life of David Gale","Crime",3
13498,"Man of the House","Comedy",1
13498,"Man of the House","Action",2
241554,"Run All Night","Action",1
241554,"Run All Night","Crime",2
241554,"Run All Night","Drama",3
241554,"Run All Night","Mystery",4
241554,"Run All Night","Thriller",5
2252,"Eastern Promises","Thriller",1
2252,"Eastern Promises","Crime",2
2252,"Eastern Promises","Mystery",3
11968,"Into the Blue","Action",1
11968,"Into the Blue","Thriller",2
11968,"Into the Blue","Adventure",3
11968,"Into the Blue","Crime",4
10047,"The Messenger: The Story of Joan of Arc","Adventure",1
10047,"The Messenger: The Story of Joan of Arc","Drama",2
10047,"The Messenger: The Story of Joan of Arc","Action",3
10047,"The Messenger: The Story of Joan of Arc","History",4
10047,"The Messenger: The Story of Joan of Arc","War",5
38319,"Your Highness","Comedy",1
69668,"Dream House","Drama",1
69668,"Dream House","Thriller",2
69668,"Dream House","Mystery",3
9770,"Mad City","Action",1
9770,"Mad City","Drama",2
9770,"Mad City","Thriller",3
11212,"Babys Day Out","Action",1
11212,"Babys Day Out","Adventure",2
11212,"Babys Day Out","Comedy",3
11212,"Babys Day Out","Family",4
10533,"The Scarlet Letter","Drama",1
10533,"The Scarlet Letter","History",2
10533,"The Scarlet Letter","Romance",3
38363,"Fair Game","Drama",1
38363,"Fair Game","Thriller",2
9923,"Domino","Action",1
9923,"Domino","Crime",2
11863,"Jade","Action",1
11863,"Jade","Thriller",2
11863,"Jade","Mystery",3
11863,"Jade","Romance",4
18501,"Gamer","Action",1
18501,"Gamer","Thriller",2
18501,"Gamer","Science Fiction",3
109491,"Beautiful Creatures","Fantasy",1
109491,"Beautiful Creatures","Drama",2
109491,"Beautiful Creatures","Romance",3
9275,"Death to Smoochy","Comedy",1
9275,"Death to Smoochy","Crime",2
9275,"Death to Smoochy","Drama",3
9275,"Death to Smoochy","Thriller",4
329833,"Zoolander 2","Comedy",1
12634,"The Big Bounce","Comedy",1
12634,"The Big Bounce","Crime",2
10416,"What Planet Are You From?","Comedy",1
10416,"What Planet Are You From?","Drama",2
10416,"What Planet Are You From?","Romance",3
10416,"What Planet Are You From?","Science Fiction",4
47327,"Drive Angry","Fantasy",1
47327,"Drive Angry","Thriller",2
47327,"Drive Angry","Action",3
47327,"Drive Angry","Crime",4
15268,"Street Fighter: The Legend of Chun-Li","Action",1
15268,"Street Fighter: The Legend of Chun-Li","Adventure",2
15268,"Street Fighter: The Legend of Chun-Li","Science Fiction",3
15268,"Street Fighter: The Legend of Chun-Li","Thriller",4
10796,"The One","Action",1
10796,"The One","Science Fiction",2
10796,"The One","Thriller",3
9548,"The Adventures of Ford Fairlane","Action",1
9548,"The Adventures of Ford Fairlane","Comedy",2
9548,"The Adventures of Ford Fairlane","Thriller",3
9548,"The Adventures of Ford Fairlane","Crime",4
9548,"The Adventures of Ford Fairlane","Mystery",5
18947,"The Boat That Rocked","Drama",1
18947,"The Boat That Rocked","Comedy",2
1900,"Traffic","Thriller",1
1900,"Traffic","Drama",2
1900,"Traffic","Crime",3
89,"Indiana Jones and the Last Crusade","Adventure",1
89,"Indiana Jones and the Last Crusade","Action",2
96724,"Anna Karenina","Drama",1
96724,"Anna Karenina","Romance",2
198184,"Chappie","Crime",1
198184,"Chappie","Action",2
198184,"Chappie","Science Fiction",3
9481,"The Bone Collector","Drama",1
9481,"The Bone Collector","Mystery",2
9481,"The Bone Collector","Thriller",3
9481,"The Bone Collector","Crime",4
4547,"Panic Room","Crime",1
4547,"Panic Room","Drama",2
4547,"Panic Room","Thriller",3
53953,"The Tooth Fairy","Horror",1
6415,"Three Kings","Action",1
6415,"Three Kings","Adventure",2
6415,"Three Kings","Comedy",3
181283,"Child 44","Crime",1
181283,"Child 44","Thriller",2
9896,"Rat Race","Adventure",1
9896,"Rat Race","Comedy",2
167,"K-PAX","Drama",1
167,"K-PAX","Science Fiction",2
11232,"Kate & Leopold","Comedy",1
11232,"Kate & Leopold","Fantasy",2
11232,"Kate & Leopold","Romance",3
11232,"Kate & Leopold","Science Fiction",4
1636,"Bedazzled","Fantasy",1
1636,"Bedazzled","Comedy",2
1636,"Bedazzled","Romance",3
2148,"The Cotton Club","Music",1
2148,"The Cotton Club","Drama",2
2148,"The Cotton Club","Crime",3
2148,"The Cotton Club","Romance",4
5176,"3:10 to Yuma","Western",1
260346,"Taken 3","Thriller",1
260346,"Taken 3","Action",2
1389,"Out of Sight","Romance",1
1389,"Out of Sight","Comedy",2
1389,"Out of Sight","Crime",3
9894,"The Cable Guy","Comedy",1
9894,"The Cable Guy","Drama",2
9894,"The Cable Guy","Thriller",3
7504,"Earth","Drama",1
8592,"Dick Tracy","Adventure",1
8592,"Dick Tracy","Action",2
8592,"Dick Tracy","Comedy",3
8592,"Dick Tracy","Thriller",4
8592,"Dick Tracy","Crime",5
913,"The Thomas Crown Affair","Drama",1
913,"The Thomas Crown Affair","Crime",2
913,"The Thomas Crown Affair","Romance",3
11091,"Riding in Cars with Boys","Comedy",1
11091,"Riding in Cars with Boys","Drama",2
11091,"Riding in Cars with Boys","Romance",3
1368,"First Blood","Action",1
1368,"First Blood","Adventure",2
1368,"First Blood","Thriller",3
1368,"First Blood","War",4
593,"Solaris","Drama",1
593,"Solaris","Science Fiction",2
593,"Solaris","Adventure",3
